"Customer ID","Customer Name","Recent Order","Number of orders placed by customer",Monetary,Segment
MS-17830,"Melanie Seite",2016-10-04,5,370.348,"Low Value Customer"
LS-17230,"Lycoris Saunders",2015-11-14,6,368.88,"Low Value Customer"
EM-14200,"Evan Minnotte",2017-07-25,4,366.822,"Low Value Customer"
MH-17440,"Mark Haberlin",2016-12-19,7,358.146,"Low Value Customer"
HJ-14875,"Heather Jas",2017-08-26,6,358.1,"Low Value Customer"
AG-10300,"Aleksandra Gannaway",2017-09-03,4,349.26,"Low Value Customer"
DW-13540,"Don Weiss",2017-09-23,9,344.08,"Low Value Customer"
BD-11560,"Brendan Dodson",2017-03-27,4,320.54,"Low Value Customer"
LH-17020,"Lisa Hazard",2017-05-05,6,318.239,"Low Value Customer"
JM-15580,"Jill Matthias",2017-12-30,7,303.948,"Low Value Customer"
CM-12445,"Chuck Magee",2016-10-20,9,287.99,"Low Value Customer"
LH-16750,"Larry Hughes",2017-08-01,3,287.426,"Low Value Customer"
SC-20845,"Sung Chung",2017-08-21,4,280.632,"Low Value Customer"
SC-20800,"Stuart Calhoun",2017-11-30,5,279.256,"Low Value Customer"
JH-15430,"Jennifer Halladay",2017-12-25,6,276.385,"Low Value Customer"
NB-18580,"Nicole Brennan",2014-10-22,2,273.872,"Low Value Customer"
BF-11080,"Bart Folk",2017-12-05,6,272.95,"Low Value Customer"
DD-13570,"Dorothy Dickinson",2017-11-19,9,269.542,"Low Value Customer"
BN-11470,"Brad Norvell",2017-12-06,6,265.296,"Low Value Customer"
AR-10510,"Andrew Roberts",2017-12-16,7,264.864,"Low Value Customer"
LT-16765,"Larry Tron",2015-05-12,2,255.524,"Low Value Customer"
HD-14785,"Harold Dahlen",2015-11-22,7,251.36,"Low Value Customer"
PL-18925,"Paul Lucas",2017-12-15,8,239.481,"Low Value Customer"
KW-16570,"Kelly Williams",2015-11-20,4,236.156,"Low Value Customer"
SM-20005,"Sally Matthias",2016-11-04,5,233.134,"Low Value Customer"
EM-14065,"Erin Mull",2017-11-13,6,228.99,"Low Value Customer"
GT-14755,"Guy Thornton",2017-11-26,7,226.436,"Low Value Customer"
GP-14740,"Guy Phonely",2015-11-26,4,221.8,"Low Value Customer"
RB-19645,"Robert Barroso",2016-03-22,7,221.084,"Low Value Customer"
AG-10390,"Allen Goldenen",2017-09-07,8,200.945,"Low Value Customer"
JJ-15760,"Joel Jenkins",2015-12-08,3,195,"Low Value Customer"
HH-15010,"Hilary Holden",2017-10-19,5,188.108,"Low Value Customer"
ML-18265,"Muhammed Lee",2017-09-21,3,162.232,"Low Value Customer"
AO-10810,"Anthony O'Donnell",2016-08-16,1,161.28,"Low Value Customer"
MO-17950,"Michael Oakman",2017-07-03,4,154.288,"Low Value Customer"
PT-19090,"Pete Takahito",2017-10-20,6,153.9,"Low Value Customer"
GH-14665,"Greg Hansen",2017-12-28,3,146.9408,"Low Value Customer"
AG-10765,"Anthony Garverick",2017-10-14,3,137.296,"Low Value Customer"
PB-19210,"Phillip Breyer",2016-02-11,2,132.738,"Low Value Customer"
BO-11425,"Bobby Odegard",2017-10-16,2,130.83,"Low Value Customer"
EL-13735,"Ed Ludwig",2017-10-14,2,124.28,"Low Value Customer"
DA-13450,"Dianna Arnett",2017-01-12,7,123.864,"Low Value Customer"
CC-12550,"Clay Cheatham",2017-12-03,4,113.832,"Low Value Customer"
RM-19750,"Roland Murray",2017-03-06,2,98.35,"Low Value Customer"
KS-16300,"Karen Seio",2017-03-10,4,88.472,"Low Value Customer"
AR-10570,"Anemone Ratner",2016-07-14,2,88.15,"Low Value Customer"
FW-14395,"Fred Wasserman",2017-01-02,3,79.75,"Low Value Customer"
JC-15340,"Jasper Cacioppo",2017-09-07,3,67.335,"Low Value Customer"
BW-11065,"Barry Weirich",2015-08-11,2,60.772,"Low Value Customer"
AS-10135,"Adrian Shami",2017-11-19,3,58.82,"Low Value Customer"
LB-16735,"Larry Blacks",2017-11-12,3,50.188,"Low Value Customer"
RE-19405,"Ricardo Emerson",2014-12-29,1,48.36,"Low Value Customer"
SG-20890,"Susan Gilcrest",2017-05-18,4,41.072,"Low Value Customer"
RS-19870,"Roy Skaria",2017-12-11,3,22.328,"Low Value Customer"
CJ-11875,"Carl Jackson",2016-12-30,1,16.52,"Low Value Customer"
MG-18205,"Mitch Gastineau",2017-04-10,1,12.32,"Low Value Customer"
LD-16855,"Lela Donovan",2016-06-26,1,5.304,"Low Value Customer"
TS-21085,"Thais Sissman",2017-01-07,2,4.833,"Low Value Customer"
